Year/Month,"Coffee, Other Mild Arabica ","Dairy Products, Milk","Sugar, No. 11, World ","Tea, Kenyan "
1993M1,0.7181904762000001,,0.08237999916,1.0863291324582014
1993M2,0.674365,,0.08559499741,0.923313297529733
1993M3,0.6468130435,,0.1062478256,0.8639942724823326
1993M4,0.5841454545,,0.1115380955,0.8062564133501465
1993M5,0.6165904762000001,,0.1182800007,0.7840743384347416
1993M6,0.6319045455,,0.1039863682,0.7560110458945306
1993M7,0.7047909091,0.1165584845,0.09675000191000001,0.7493100715769612
1993M8,0.7618727273,0.11429303210000001,0.09342272758,0.755741115929276
1993M9,0.8112181818,0.116079612,0.09535908699000001,0.8165624738050096
1993M10,0.7664333333000001,0.1154381737,0.10294761660000001,0.8912519976231732
1993M11,0.7923863636,0.1172765699,0.1007409096,0.8264462669303555
1993M12,0.825526087,0.11573820559999999,0.1052260876,0.8450490025491922
1994M1,0.7958238095,0.1150113515,0.1029904747,0.7459480604367192
1994M2,0.8320000000000001,0.1166421569,0.1082250023,0.7875733908791538
1994M3,0.8701478261,0.1183765961,0.1172913074,0.8459317424318025
1994M4,0.9093761905,0.1168750534,0.1101350021,0.845107072420644
1994M5,1.171663636,0.1141083008,0.1157999992,0.8344226946140378
1994M6,1.333613636,0.111947197,0.1204818153,0.8922018043925938
1994M7,2.0141,0.11404636209999999,0.11774285320000001,0.8245529515290617
1994M8,1.991395652,0.1126689586,0.1209478283,0.833791335468244
1994M9,2.1868045449999998,0.11450813030000001,0.12594090460000001,0.9126438696918291
1994M10,2.073138095,0.1133756415,0.1275809479,0.8654253159274614
1994M11,1.881163636,0.11348578140000001,0.1392590904,0.8088586754179858
1994M12,1.62265,0.1130555851,0.1467476177,0.7818150257187181
1995M1,1.710881818,0.1123622099,0.14795000079999998,0.7418897687583348
1995M2,1.67475,0.1135606862,0.1440750027,0.766747540619245
1995M3,1.792108696,0.1120710848,0.14593478199999999,0.7806034554707841
1995M4,1.73237,0.11272559929999999,0.1360526276,0.7619190490878247
1995M5,1.7324565219999999,0.11159665860000001,0.1352227306,0.7456541136340958
1995M6,1.586031818,0.1121850703,0.1402045441,0.659992633197558
1995M7,1.402966667,0.11713485820000001,0.1359238052,0.6503166164690515
1995M8,1.5099173909999999,0.11512096740000001,0.1298086929,0.6820472181146865
1995M9,1.371380952,0.11698109620000001,0.1168999958,0.7411254520053343
1995M10,1.270859091,0.11807116779999999,0.1183727264,0.8024507484283007
1995M11,1.2526045449999998,0.1190378441,0.11984090809999999,0.7875198201957708
1995M12,1.063680952,0.12385797059999999,0.1231000042,0.8149336203064474
1996M1,1.079617391,0.1222245356,0.1253363609,0.7911345270386734
1996M2,1.247804762,0.1235857143,0.1281857109,0.8030082572053234
1996M3,1.20807619,0.1271380952,0.1289904785,0.765028433471528
1996M4,1.218831818,0.1347818182,0.11983809470000001,0.781855860873983
1996M5,1.295956522,0.1427869565,0.11377727509999999,0.7988887123404487
1996M6,1.2503,0.15521000000000001,0.1217399979,0.7767179881340095
1996M7,1.237008696,0.17639130430000002,0.12806956290000002,0.7265383730529524
1996M8,1.255077273,0.1808,0.12366363529999999,0.7618868653101215
1996M9,1.19812381,0.1878095238,0.1191571426,0.8499424159265543
1996M10,1.237769565,0.1600869565,0.1112391281,0.8324001587575184
1996M11,1.239138095,0.128952381,0.10724761960000001,0.8589761378378133
1996M12,1.1689363640000001,0.12350909090000001,0.1073799992,0.8969300759314532
1997M1,1.31233913,0.1293695652,0.1069190502,0.8589085860601827
1997M2,1.6632550000000001,0.1374,0.1081299973,0.8780075772695523
1997M3,1.934080952,0.1387619048,0.1114099979,0.9669797824568407
1997M4,2.054409091,0.1281590909,0.1129909134,1.0899406555324729
1997M5,2.6560590910000004,0.1193181818,0.1112818146,1.1465109642478069
1997M6,2.267609524,0.11969047619999999,0.11429047580000001,1.0196999913817348
1997M7,1.9015826089999999,0.1159478261,0.1157217407,1.1102380664241458
1997M8,1.910990476,0.1216761905,0.1170142841,1.1691851421106587
1997M9,1.9086454549999998,0.1259409091,0.1133136368,1.1227703558889968
1997M10,1.691491304,0.1280956522,0.1138227272,1.1453515807712895
1997M11,1.6031149999999998,0.12638,0.1201200008,1.2006214508622801
1997M12,1.767795652,0.1293,0.1232666683,1.2022539031669859
1998M1,1.769136364,0.1318727273,0.1151850033,1.4395819138899222
1998M2,1.7837399999999999,0.13255,0.10719499589999999,1.4929185319919083
1998M3,1.5838999999999999,0.1281272727,0.09842272758,1.1860705699848502
1998M4,1.50255,0.12263636359999999,0.09676817893999999,1.0616813523419004
1998M5,1.3893761900000001,0.1121095238,0.09225500107000001,0.8632095376981067
1998M6,1.266631818,0.1275090909,0.08098636627,0.9894988542243108
1998M7,1.169413043,0.143473913,0.08624761581,1.026027147082037
1998M8,1.236471429,0.1527904762,0.08482380867,1.0784171421832334
1998M9,1.1294409090000002,0.1518727273,0.07229090691,1.0217180285037786
1998M10,1.093872727,0.1591045455,0.0746272707,0.9516379380573524
1998M11,1.161219048,0.16595238099999998,0.08061429024000001,0.9378033402581852
1998M12,1.17056087,0.1716347826,0.08076818466,0.936669357984596
1999M1,1.14227619,0.1582095238,0.08109000206,1.0205840462301894
1999M2,1.04762,0.12194,0.06815500000000001,1.0217180285037786
1999M3,1.051321739,0.11179565220000001,0.06025217391,1.0512015676170952
1999M4,1.028286364,0.11588181820000001,0.054219047619999995,1.073881213088877
1999M5,1.113547619,0.113347619,0.057485,1.0069762589471203
1999M6,1.081172727,0.1159363636,0.06038636364,0.9400713048053633
1999M7,0.9579181818000001,0.1341090909,0.053781818179999996,0.9325870217996752
1999M8,0.9149954545,0.15904090910000002,0.05723478261000001,0.948009180720487
1999M9,0.8452409090999999,0.1587454545,0.06674545455,1.084087053551179
1999M10,0.9275904762,0.12564761900000002,0.06754285714,1.2700601464197911
1999M11,1.124509091,0.1058590909,0.06505,1.2609882882310786
1999M12,1.231652174,0.09811304348,0.059820000000000005,1.037276265297421
2000M1,1.1185142860000001,0.09997619048,0.056295000000000005,1.0341918335132585
2000M2,1.040414286,0.09699999999999999,0.05351,1.0625413903529861
2000M3,1.0065260870000001,0.09589565217000001,0.051112000000000005,1.147952935199717
2000M4,0.9465,0.09496,0.060110000000000004,1.1312607161324855
2000M5,0.9150608696,0.09432173913,0.06780869565,1.1430541317778122
2000M6,0.8689409091,0.09542272727000001,0.08334545455,1.0915259772659234
2000M7,0.8765619048000001,0.10419523809999999,0.0964047619,1.1203744863060303
2000M8,0.7930391304,0.1018434783,0.1059782609,1.1854650688100445
2000M9,0.758352381,0.1071333333,0.098575,1.1903638722319494
2000M10,0.7676454545,0.09985454545,0.1041318182,1.1475900608721685
2000M11,0.7139045455,0.08704545455,0.09513500000000001,1.1377017354464716
2000M12,0.6590333332999999,0.09282857142999999,0.097175,1.1132530776278906
2001M1,0.656526087,0.09689130434999998,0.1005952381,1.0708874998866018
2001M2,0.672755,0.10217000000000001,0.09362500000000001,1.0432636917019713
2001M3,0.6666590909,0.1133272727,0.08716818182000001,1.0197675789932052
2001M4,0.6599761905,0.1196095238,0.08052105262999999,0.9632045431865809
2001M5,0.6963130434999999,0.1353391304,0.08959545455000001,0.8870916529832806
2001M6,0.6384619048,0.1493190476,0.08742857143,0.8663624570220719
2001M7,0.5894136364,0.1526136364,0.08536190476,0.8894503361123459
2001M8,0.5933130435,0.1548391304,0.07904347826000001,0.8969346191180341
2001M9,0.58267,0.15776,0.07160666667,0.8659088641126362
2001M10,0.5636782609000001,0.1436565217,0.06596086957,0.804038791265615
2001M11,0.5884772727,0.11418636360000001,0.07278,0.7352287469042286
2001M12,0.565852381,0.1172380952,0.0741,0.7419419219638759
2002M1,0.5824304348,0.1182695652,0.07313809523999999,0.7843074997051648
2002M2,0.59116,0.11691000000000001,0.056831578949999996,0.7706543531311518
2002M3,0.6407047618999999,0.106752381,0.059245,0.8853679999274252
2002M4,0.6533681817999999,0.1084363636,0.051781818179999994,0.8420498770763216
2002M5,0.6146043478,0.1083521739,0.05611818182,0.7443006050929413
2002M6,0.585555,0.10311,0.05246000000000001,0.764304052399053
2002M7,0.564773913,0.09353043478,0.057947619049999996,0.7957380410229429
2002M8,0.5436409091000001,0.09535909091,0.058568181819999995,0.8249040650996545
2002M9,0.6066619047999999,0.09849047619000001,0.064095,0.877384764721358
2002M10,0.6573086957,0.1060478261,0.0702,0.821411399697
2002M11,0.6986809524,0.09810476189999999,0.07296842105,0.8095726247607299
2002M12,0.6365590909000001,0.09813636364,0.07508,0.8333862525061008
2003M1,0.6538347826,0.10711790510000001,0.07890476190000001,0.8273081075196633
2003M2,0.664085,0.10664411380000001,0.08348333332999999,0.8720323683900175
2003M3,0.6174809524,0.10033853620000001,0.07843333333000001,0.871760212644356
2003M4,0.6469227273,0.103062025,0.07261904762,0.855022634286181
2003M5,0.6609681817999999,0.1068068222,0.07013809524,0.8259473287913565
2003M6,0.6104666667,0.1073456076,0.06404761905,0.8933512351334925
2003M7,0.6295130435,0.1259343685,0.06732272727,0.9275067812139962
2003M8,0.6389142857,0.1500069245,0.06709047619,0.8706715896617105
2003M9,0.6641045455,0.15578957029999999,0.06271428571,0.8863659043281836
2003M10,0.6428347825999999,0.1573581014,0.060982608699999996,0.9093630648365705
2003M11,0.6227750000000001,0.1470658951,0.06191111111,0.9071858188712796
2003M12,0.6488434783,0.1256853539,0.06343809524,0.9308633687438198
2004M1,0.7202863636,0.12746829,0.060305263160000004,0.9199771389173645
2004M2,0.762255,0.1298728704,0.05873157895,0.8985675535920024
2004M3,0.7805913043,0.1529811901,0.06496086957,0.8699004817156699
2004M4,0.7553772727000001,0.2099139049,0.0686047619,0.8071685823407209
2004M5,0.7744,0.2248451751,0.06622499999999999,0.8464950875887909
2004M6,0.8221454545,0.1980186668,0.07514285713999999,0.8463590097159601
2004M7,0.7496772727,0.1641502806,0.08165714286,0.8651377561665956
2004M8,0.7360818182,0.1548884159,0.07879090909,0.9364425615298783
2004M9,0.8046590909,0.16007005370000002,0.08674285714,1.0919342108844154
2004M10,0.8055095238,0.155519224,0.08963809524000001,0.9151690540773467
2004M11,0.9026772727,0.1619324395,0.08666,0.8731663506636065
2004M12,1.043882609,0.1799609693,0.08795238095,0.9152597726592339
2005M1,1.0716428569999998,0.1540769001,0.08922000000000001,1.0735183387613285
2005M2,1.2083249999999999,0.1614723501,0.09323684211,1.1707232992533863
2005M3,1.347778261,0.1556389426,0.08895,1.0955175948689573
2005M4,1.295295238,0.1599930503,0.08525714286,0.8650470375847086
2005M5,1.283977273,0.1507130672,0.08511428571,0.9086373161814736
2005M6,1.211559091,0.1533164021,0.09033181818,1.0133719189701627
2005M7,1.0992857139999999,0.1587238053,0.095975,0.9134454010214913
2005M8,1.08203913,0.150912453,0.09875217390999999,0.9608458600575157
2005M9,0.9949090909,0.1569510582,0.1081047619,1.0179078480645192
2005M10,1.050990476,0.1580996725,0.11612857139999999,0.959666518492983
2005M11,1.077422727,0.14881563650000001,0.11808,0.8834629097077956
2005M12,1.059245455,0.1474789242,0.1392714286,0.9156226469867825
2006M1,1.241986364,0.1471585137,0.16187,1.0205840462301894
2006M2,1.191215,0.1358204894,0.1805263158,1.265070624415999
2006M3,1.136604348,0.12350647569999999,0.1708217391,1.1781622229681306
2006M4,1.153375,0.12031262350000001,0.1746263158,1.0453048597944317
2006M5,1.096295652,0.1192253393,0.1690045455,1.0807304660213553
2006M6,1.031495455,0.1254169392,0.1568909091,1.1346173036623093
2006M7,1.04997619,0.1263666667,0.15857,1.1966234543821612
2006M8,1.1173,0.1270521739,0.1297956522,1.1213723907067885
2006M9,1.098266667,0.1262904762,0.123135,1.0424018651740437
2006M10,1.1063318180000001,0.1282454545,0.1150909091,1.0172728179913093
2006M11,1.2226545450000001,0.13761363640000002,0.11732,0.9671961607896145
2006M12,1.283561905,0.1362285714,0.116965,1.086672533134962
2007M1,1.246943478,0.1406434783,0.10903499999999999,1.1326214948607924
2007M2,1.22032,0.14638,0.10571578949999999,0.9638849325507344
2007M3,1.1708363640000001,0.1519681818,0.1036681818,0.922018307009825
2007M4,1.146947619,0.15980946669999999,0.09594,0.8711251825711461
2007M5,1.133269565,0.1860564522,0.09086363636,0.8620079650914897
2007M6,1.193280952,0.20115707140000003,0.0926047619,0.9164844735147102
2007M7,1.176331818,0.2121453864,0.09895714286,0.9612087343850643
2007M8,1.231508696,0.1999042739,0.09613043478,0.9543141221616424
2007M9,1.280435,0.202154935,0.09851052632,1.048933603069917
2007M10,1.342908696,0.18764341739999998,0.09994782609,1.01740889586414
2007M11,1.310454545,0.19158176359999998,0.09896,0.950912175340875
2007M12,1.380428571,0.20387610479999999,0.10446315789999999,0.9346281898921357
2008M1,1.3982260869999998,0.1952825348,0.1165952381,1.0419029129736643
2008M2,1.572895238,0.1719666381,0.136075,1.2005243534033077
2008M3,1.492204762,0.1802380476,0.128765,1.117153976649037
2008M4,1.407045455,0.16897721359999998,0.1252272727,1.1834692600085277
2008M5,1.420436364,0.18128174090000002,0.109347619,1.202656240077655
2008M6,1.461495238,0.2016856619,0.120652381,1.2905625459262822
2008M7,1.473569565,0.1835390696,0.1320772727,1.3039888960455772
2008M8,1.464280952,0.1739047,0.13681428569999998,1.4601155754733242
2008M9,1.4326909090000002,0.1641635591,0.1402047619,1.4587094374540737
2008M10,1.235869565,0.1680043,0.11702173910000001,1.280901016955303
2008M11,1.21886,0.15464,0.11828421049999999,1.0931589117398917
2008M12,1.1879217389999999,0.1522086957,0.11320000000000001,1.0363690794785496
2009M1,1.278072727,0.1092409091,0.12244,1.1865536917926898
2009M2,1.294815,0.09337999999999999,0.13312105259999998,1.2247008554762273
2009M3,1.2852000000000001,0.10358636360000001,0.1292818182,1.1923143217425227
2009M4,1.3507818180000002,0.1076227273,0.1346952381,1.2583120900654083
2009M5,1.50492381,0.09823333333,0.15466,1.3063475791746424
2009M6,1.4978136359999998,0.09897272727,0.1657590909,1.302446680153496
2009M7,1.4089782610000001,0.1001217391,0.17804545449999998,1.5315564587094375
2009M8,1.497619048,0.1113714286,0.21719999999999998,1.4895083960047537
2009M9,1.4850999999999999,0.1195272727,0.23451428570000002,1.698297212217979
2009M10,1.5457227270000002,0.1279227273,0.2316090909,1.563852273861255
2009M11,1.522104762,0.1402666667,0.22768999999999998,1.6376971995173772
2009M12,1.5794391300000001,0.1470434783,0.2490272727,1.6974353856900513
2010M1,1.586557143,0.1438904762,0.2190526316,1.536167986773231
2010M2,1.5785650000000002,0.142685,0.21978947370000002,1.5075160345093488
2010M3,1.645026087,0.1306608696,0.1814782609,1.5086894598615634
2010M4,1.693895455,0.1287954545,0.16885714289999998,1.4224261283123623
2010M5,1.7336904759999998,0.13305714289999998,0.15105000000000002,1.297923710662155
2010M6,1.9090318179999999,0.1353636364,0.163,1.1900628516479033
2010M7,2.0321363640000003,0.13734090910000002,0.1769,1.1756303499015706
2010M8,2.1159,0.15074090910000001,0.1860363636,1.4292300219538967
2010M9,2.227131818,0.1617226727,0.2266952381,1.5294328192613695
2010M10,2.174390476,0.1679904,0.2694380952,1.5415679024049496
2010M11,2.335127273,0.1570636182,0.2642047619,1.5044852092424095
2010M12,2.49443913,0.1389782609,0.2804090909,1.5972386842176882
2011M1,2.637657143,0.1343380952,0.2973684211,1.6696538999918353
2011M2,2.8838850000000003,0.16383495,0.2930631579,1.5864412007511501
2011M3,2.920673913,0.1920694783,0.259,1.499814815705201
2011M4,3.004771429,0.1670570571,0.23903,1.4756889318794169
2011M5,2.910659091,0.16480446359999998,0.2184095238,1.4863414928649836
2011M6,2.7498090910000004,0.1888772364,0.2492454545,1.515206495904056
2011M7,2.680214286,0.21065707620000002,0.29471,1.615438747267103
2011M8,2.7044043479999997,0.2151086348,0.2887434783,1.6246514728161774
2011M9,2.748804545,0.19019995909999998,0.26638571429999996,1.643243403851911
2011M10,2.478238095,0.1791285286,0.2629857143,1.6199746763614593
2011M11,2.450872727,0.1890862909,0.2451761905,1.5933481838139907
2011M12,2.362977273,0.18583629550000003,0.234152381,1.5121138173472073
2012M1,2.372068182,0.17120903640000001,0.24020499999999997,1.529845176493001
2012M2,2.24157619,0.162285619,0.23416,1.5467518211755316
2012M3,2.012559091,0.1554318136,0.23788181819999998,1.5467518211755316
2012M4,1.914485714,0.1571809524,0.22477,1.5467518211755316
2012M5,1.8436478260000002,0.152373913,0.2026545455,1.5467518211755316
2012M6,1.6868666669999999,0.1561095238,0.2009809524,1.5467518211755316
2012M7,1.9044590909999999,0.1653317636,0.2275714286,1.5675626638604387
2012M8,1.748243478,0.1778651478,0.2056130435,1.601986552784607
2012M9,1.78977,0.188869945,0.2020631579,1.6249143466901328
2012M10,1.733173913,0.20874340870000002,0.2038869565,1.6699539662164002
2012M11,1.599063636,0.2084999227,0.1931333333,1.669742026743838
2012M12,1.5270761899999998,0.187752319,0.19202000000000002,1.5940873370467474
2013M1,1.570373913,0.18041733910000002,0.1884571429,1.5370678098719963
2013M2,1.49459,0.17200995,0.1820789474,1.455596580363056
2013M3,1.498080952,0.1697094619,0.18339,1.3489640010523356
2013M4,1.497868182,0.1752454,0.1766227273,1.2079663012219795
2013M5,1.4718608699999998,0.1854781913,0.1742636364,1.2354287877275905
2013M6,1.382595,0.18082494000000002,0.16956,1.1522269901388902
2013M7,1.383873913,0.17416077829999999,0.1709636364,1.161902034817792
2013M8,1.351540909,0.1798317545,0.1724409091,1.1250979003184223
2013M9,1.322814286,0.1810190143,0.17618999999999999,1.0455060246210233
2013M10,1.286986957,0.1823738696,0.188126087,1.0057025174406475
2013M11,1.220180952,0.1881284905,0.177485,1.0671114468706626
2013M12,1.257354545,0.19022721820000002,0.16544761900000002,1.1144112513721187
2014M1,1.325182609,0.2065042913,0.1570761905,1.12944266313469
2014M2,1.736435,0.229259955,0.1688526316,1.1656321724378806
2014M3,2.140866667,0.231180881,0.1788809524,1.0783069839700266
2014M4,2.234940909,0.2402544818,0.18214761899999998,1.0133567993577126
2014M5,2.142027273,0.22657267269999998,0.1824047619,0.995733202547378
2014M6,1.978909524,0.2143713667,0.1824190476,1.0146691946911488
2014M7,1.968952174,0.2143607957,0.1873045455,1.054122574411917
2014M8,2.129652381,0.2202142143,0.177247619,1.069468402264336
2014M9,2.105263636,0.24199994090000002,0.1654428571,1.0566658503506274
2014M10,2.252856522,0.2400695,0.1647565217,1.162081368217652
2014M11,2.09376,0.220129935,0.15878947370000002,1.1037620995908592
2014M12,1.93386087,0.18049559569999998,0.1499227273,1.1036186326895339
2015M1,1.8962636359999998,0.1599454045,0.150625,1.2229651064582558
2015M2,1.7888849999999998,0.157215,0.1451210526,1.3442304492384176
2015M3,1.607359091,0.1549636364,0.1284090909,1.395076400014515
2015M4,1.6399772730000002,0.1575909,0.1291095238,1.3187699771389174
2015M5,1.5848285709999999,0.1626332476,0.127035,1.4234045014560335
2015M6,1.59755,0.1668226818,0.12113636359999999,1.6142464460995547
2015M7,1.544465217,0.1627955913,0.1187863636,1.8281261523527865
2015M8,1.569233333,0.163976119,0.106747619,1.7569136558681315
2015M9,1.4614681820000002,0.1594272636,0.12137142860000001,1.683803406936343
2015M10,1.5325045449999999,0.1560954545,0.1414181818,1.7773584563326108
2015M11,1.479785714,0.15404285709999999,0.14843,1.6046936356378878
2015M12,1.4861217389999999,0.1450217391,0.14762727269999998,1.5580498344385882
2016M1,1.4543476190000002,0.1368952381,0.1429105263,1.4507058985221943
2016M2,1.4769714289999998,0.1382238095,0.13314,1.303003375638432
2016M3,1.576313043,0.1379391304,0.1543045455,1.1961547418602754
2016M4,1.5421761900000002,0.1370333333,0.1499809524,1.0794854614400669
2016M5,1.551945455,0.1287136364,0.16684285710000002,1.1215356841541853
2016M6,1.654522727,0.1339318182,0.1933727273,1.2197778605836835
2016M7,1.717638095,0.1523666667,0.19687000000000002,1.2705952422639728
2016M8,1.675413043,0.1680955913,0.20014347829999998,1.2515688068692112
2016M9,1.7629545450000002,0.16512720449999999,0.2135238095,1.3515798641035643
2016M10,1.789552381,0.1492714286,0.22916666670000002,1.3831398508586514
2016M11,1.841154545,0.1664817455,0.2086857143,1.4905063004055124
2016M12,1.617809091,0.1723590318,0.1883,1.527065888906025
2017M1,1.6861272729999999,0.1682817727,0.205375,1.6725543027823389
2017M2,1.66351,0.168604935,0.2040578947,1.7366929448158868
2017M3,1.601504348,0.1581478217,0.18059565219999998,1.6152572352604986
2017M4,1.5557400000000001,0.15256999999999998,0.1631684211,1.64244420036106
2017M5,1.5,0.1554217391,0.1568909091,1.6850179840516737
2017M6,1.432227273,0.1627544909,0.1353,1.7291747933884298
2017M7,1.498028571,0.1557619048,0.14119,1.6846336978708352
2017M8,1.498773913,0.16392604349999998,0.1379608696,1.6450266036777312
2017M9,1.4656047620000001,0.1629380476,0.13931,1.6398515499269717
2017M10,1.4070954549999999,0.16669082729999998,0.1423181818,1.643869087189629
2017M11,1.409040909,0.16595447730000001,0.1496666667,1.5648845415536465
2017M12,1.3730619050000001,0.1546666667,0.14432499999999998,1.4556347932977112
2018M1,1.38876087,0.1404478261,0.1397952381,1.480719419219639
2018M2,1.362835,0.13536,0.1357263158,1.5717612286924731
2018M3,1.349390909,0.1420727273,0.1282571429,1.5026161188776297
2018M4,1.343395238,0.1444333333,0.1182428571,1.4171061747602764
2018M5,1.3560956519999998,0.1519913043,0.1182727273,1.3303142228592686
2018M6,1.340338095,0.1532904762,0.12061904759999999,1.3011271702152754
2018M7,1.305986364,0.1434954545,0.111552381,1.2960251662418014
2018M8,1.2521086959999999,0.1515739043,0.10455217389999999,1.2396762462465187
2018M9,1.2118,0.16206493,0.10783684210000001,1.3024049051537228
2018M10,1.373417391,0.1563869478,0.13184782609999998,1.2886745978898861
2018M11,1.371077273,0.1453772727,0.1279238095,1.2620624393319484
2018M12,1.270585714,0.138647619,0.125535,1.2421547953842387
2019M1,1.283573913,0.1403173913,0.12680952380000002,1.22818945305767
2019M2,1.28454,0.14105,0.1292894737,1.2673163420453413
2019M3,1.238885714,0.1502428571,0.1247380952,1.219352143226497
2019M4,1.2099045449999999,0.15837272730000002,0.1253571429,1.1808145898159323
2019M5,1.205491304,0.1633521,0.11825,1.2409326142373742
2019M6,1.297235,0.162924945,0.124395,1.1440935639702081
2019M7,1.3547043479999998,0.1728173304,0.1212863636,1.0986040687283978
2019M8,1.262795455,0.1755862909,0.11555454550000001,1.169368587783836
2019M9,1.288942857,0.1813713714,0.11158,1.2529663973836762
2019M10,1.270513043,0.187169513,0.124573913,1.2969307304660214
2019M11,1.4098142859999998,0.2024856476,0.12686999999999998,1.2584704856165692
2019M12,1.560290909,0.19476355909999998,0.133352381,1.2455501741796773
2020M1,1.429365217,0.1711564522,0.1416666667,1.2725212948263194
2020M2,1.3550049999999998,0.17001997500000002,0.1507105263,1.2122066573831318
2020M3,1.4832727270000001,0.1635727318,0.11805,1.1798763927570286
2020M4,1.5463045450000001,0.1342454545,0.1005190476,1.1669292762471537
2020M5,1.499161905,0.1196142857,0.10641,1.1171333599441176
2020M6,1.4152,0.1985727318,0.1182818182,1.0423367305930276
2020M7,1.4678086959999999,0.24049131299999998,0.1190181818,1.0641436896154441
2020M8,1.630714286,0.20124285709999998,0.1281428571,1.1238168958822836
2020M9,1.6656454550000002,0.1677727409,0.12441428569999999,1.207459381208553
2020M10,1.520568182,0.21150908179999997,0.1428772727,1.1521057651658788
2020M11,1.507261905,0.23112381429999998,0.149335,1.1597900445428238
2020M12,1.579526087,0.15990000000000001,0.1466772727,1.1235519472743603
2021M1,1.6081952380000002,0.1623380905,0.15916315790000002,1.1297141330478724
2021M2,1.66429,0.15656,0.17000526319999998,1.2078721879507581
2021M3,1.670508696,0.1622347739,0.1580565217,1.156217515036605
2021M4,1.6864863639999998,0.1617999,0.1623761905,1.0871825416625087
2021M5,1.8646285710000001,0.1617999,0.1720333333,1.1078943545826492
2021M6,1.920645455,0.1617999,0.1721409091,1.0342682376101098
2021M7,2.045009091,0.18097827980000003,0.17714761899999998,1.0224469568451706
2021M8,2.1643454550000003,0.178262757,0.1938363636,1.1699315061098967
2021M9,2.2553681819999998,0.18588987880000002,0.19264285709999998,1.3275485816149724
2021M10,2.410733333,0.1920909102,0.1961904762,1.4330287160599107
2021M11,2.589781818,0.209614702,0.1974619048,1.4318760743348062
2021M12,2.683291304,0.22294835719999997,0.1916727273,1.4362080961798407
2022M1,2.7108142859999997,0.2539390971,0.18461,1.4169096002939283
2022M2,2.7983350000000002,0.2683954845,0.1820315789,1.4245956663733434
2022M3,2.589934783,0.280564667,0.1910782609,1.2811363899447525
2022M4,2.6539761900000003,0.2853669632,0.19699047620000001,1.2276082758026328
2022M5,2.604495455,0.2815863422,0.1928090909,1.1950751825711463
2022M6,2.737636364,0.2914918287,0.18794090910000003,1.2033313146936886
2022M7,2.5590666669999997,0.2916277518,0.1834,1.1996946852518804
2022M8,2.684834783,0.2801760324,0.180626087,1.1894215261587031
2022M9,2.6749227270000002,0.2773279087,0.1818590909,1.2190930223802743
2022M10,2.40082381,0.2807818245,0.1830095238,1.2476588836171316
2022M11,2.137181818,0.2615130742,0.1940590909,1.284954443396141
2022M12,2.103886364,0.249488657,0.20065000000000002,1.2395457144541917
2023M1,2.0676,0.227821048,0.1994318182,1.2016425606226924
2023M2,2.29506,0.2134287772,0.214035,1.1996160553746222
2023M3,2.22663913,0.2081605646,0.2096173913,1.2646241247924812
2023M4,2.299555,0.2036755245,0.24582,1.1983776351480073
2023M5,2.201213043,0.2041561523,0.2572956522,1.1831396862044252
2023M6,2.0738499999999997,0.2048162498,0.24762272729999998,1.2020178393555352
